,index,Turn,DieRoll,PositionStart,PostionEnd,Game
6291,0,1,5,1,6,188
6292,1,2,6,6,12,188
6293,2,3,5,12,17,188
6294,3,4,1,17,18,188
6295,4,5,2,18,20,188
6296,5,6,4,20,24,188
6297,6,7,2,24,26,188
6298,7,8,1,26,27,188
6299,8,9,2,27,29,188
6300,9,10,2,29,31,188
6301,10,11,2,31,33,188
6302,11,12,1,33,34,188
6303,12,13,3,34,37,188
6304,13,14,3,37,40,188
6305,14,15,6,40,46,188
6306,15,16,5,46,67,188
6307,16,17,2,67,69,188
6308,17,18,4,69,73,188
6309,18,19,5,73,78,188
6310,19,20,2,78,100,188
6311,0,1,1,1,2,189
6312,1,2,5,2,7,189
6313,2,3,5,7,12,189
6314,3,4,4,12,6,189
6315,4,5,5,6,11,189
6316,5,6,5,11,6,189
6317,6,7,2,6,8,189
6318,7,8,1,8,31,189
6319,8,9,2,31,33,189
6320,9,10,5,33,38,189
6321,10,11,6,38,44,189
6322,11,12,6,44,50,189
6323,12,13,6,50,53,189
6324,13,14,4,53,57,189
6325,14,15,1,57,58,189
6326,15,16,1,58,59,189
6327,16,17,5,59,60,189
6328,17,18,5,60,65,189
6329,18,19,2,65,67,189
6330,19,20,6,67,73,189
6331,20,21,1,73,74,189
6332,21,22,4,74,78,189
6333,22,23,5,78,83,189
6334,23,24,3,83,86,189
6335,24,25,4,86,90,189
6336,25,26,6,90,96,189
6337,26,27,2,96,78,189
6338,27,28,6,78,84,189
6339,28,29,6,84,90,189
6340,29,30,2,90,92,189
6341,30,31,4,92,96,189
6342,31,32,5,96,96,189
6343,32,33,1,96,97,189
6344,33,34,3,97,100,189
6345,0,1,6,1,7,190
6346,1,2,3,7,10,190
6347,2,3,2,10,12,190
6348,3,4,3,12,15,190
6349,4,5,6,15,42,190
6350,5,6,1,42,43,190
6351,6,7,4,43,26,190
6352,7,8,2,26,84,190
6353,8,9,6,84,90,190
6354,9,10,4,90,94,190
6355,10,11,5,94,99,190
6356,11,12,2,99,99,190
6357,12,13,2,99,99,190
6358,13,14,1,99,100,190
6359,0,1,1,1,2,191
6360,1,2,2,2,14,191
6361,2,3,4,14,18,191
6362,3,4,4,18,22,191
6363,4,5,4,22,26,191
6364,5,6,4,26,30,191
6365,6,7,6,30,44,191
6366,7,8,5,44,11,191
6367,8,9,3,11,14,191
6368,9,10,2,14,6,191
6369,10,11,1,6,7,191
6370,11,12,2,7,31,191
6371,12,13,4,31,35,191
6372,13,14,6,35,41,191
6373,14,15,2,41,43,191
6374,15,16,2,43,45,191
6375,16,17,5,45,50,191
6376,17,18,4,50,54,191
6377,18,19,4,54,58,191
6378,19,20,1,58,59,191
6379,20,21,2,59,61,191
6380,21,22,3,61,60,191
6381,22,23,6,60,66,191
6382,23,24,4,66,70,191
6383,24,25,4,70,74,191
6384,25,26,6,74,100,191
6385,0,1,2,1,3,192
6386,1,2,3,3,6,192
6387,2,3,2,6,8,192
6388,3,4,4,8,12,192
6389,4,5,6,12,18,192
6390,5,6,2,18,20,192
6391,6,7,2,20,22,192
6392,7,8,4,22,26,192
6393,8,9,4,26,30,192
6394,9,10,3,30,33,192
6395,10,11,2,33,35,192
6396,11,12,1,35,44,192
6397,12,13,1,44,45,192
6398,13,14,2,45,26,192
6399,14,15,2,26,84,192
6400,15,16,6,84,90,192
6401,16,17,6,90,96,192
6402,17,18,5,96,96,192
6403,18,19,2,96,78,192
6404,19,20,4,78,82,192
6405,20,21,4,82,86,192
6406,21,22,4,86,90,192
6407,22,23,1,90,91,192
6408,23,24,1,91,92,192
6409,24,25,1,92,73,192
6410,25,26,2,73,75,192
6411,26,27,5,75,100,192
6412,0,1,4,1,5,193
6413,1,2,2,5,7,193
6414,2,3,5,7,12,193
6415,3,4,3,12,15,193
6416,4,5,5,15,20,193
6417,5,6,3,20,23,193
6418,6,7,4,23,27,193
6419,7,8,3,27,30,193
6420,8,9,2,30,32,193
6421,9,10,5,32,37,193
6422,10,11,6,37,43,193
6423,11,12,1,43,44,193
6424,12,13,4,44,48,193
6425,13,14,4,48,52,193
6426,14,15,2,52,54,193
6427,15,16,3,54,57,193
6428,16,17,1,57,58,193
6429,17,18,1,58,59,193
6430,18,19,3,59,19,193
6431,19,20,2,19,42,193
6432,20,21,5,42,26,193
6433,21,22,1,26,27,193
6434,22,23,3,27,30,193
6435,23,24,3,30,33,193
6436,24,25,1,33,34,193
6437,25,26,4,34,38,193
6438,26,27,6,38,44,193
6439,27,28,4,44,48,193
6440,28,29,5,48,53,193
6441,29,30,1,53,54,193
6442,30,31,1,54,55,193
6443,31,32,3,55,58,193
6444,32,33,2,58,60,193
6445,33,34,4,60,60,193
6446,34,35,1,60,61,193
6447,35,36,2,61,63,193
6448,36,37,2,63,65,193
6449,37,38,2,65,67,193
6450,38,39,1,67,68,193
6451,39,40,2,68,70,193
6452,40,41,3,70,73,193
6453,41,42,6,73,79,193
6454,42,43,6,79,85,193
6455,43,44,5,85,90,193
6456,44,45,3,90,73,193
6457,45,46,4,73,77,193
6458,46,47,5,77,82,193
6459,47,48,3,82,85,193
6460,48,49,1,85,86,193
6461,49,50,2,86,88,193
6462,50,51,2,88,90,193
6463,51,52,3,90,73,193
6464,52,53,1,73,74,193
6465,53,54,4,74,78,193
6466,54,55,6,78,84,193
6467,55,56,3,84,87,193
6468,56,57,4,87,91,193
6469,57,58,2,91,73,193
6470,58,59,4,73,77,193
6471,59,60,4,77,81,193
6472,60,61,1,81,82,193
6473,61,62,6,82,88,193
6474,62,63,3,88,91,193
6475,63,64,5,91,96,193
6476,64,65,3,96,99,193
6477,65,66,2,99,99,193
6478,66,67,1,99,100,193
6479,0,1,2,1,3,194
6480,1,2,6,3,31,194
6481,2,3,4,31,35,194
6482,3,4,3,35,38,194
6483,4,5,6,38,44,194
6484,5,6,5,44,11,194
6485,6,7,3,11,14,194
6486,7,8,2,14,6,194
6487,8,9,3,6,31,194
6488,9,10,6,31,37,194
6489,10,11,2,37,39,194
6490,11,12,3,39,42,194
6491,12,13,5,42,26,194
6492,13,14,3,26,29,194
6493,14,15,6,29,35,194
6494,15,16,6,35,41,194
6495,16,17,4,41,45,194
6496,17,18,2,45,26,194
6497,18,19,6,26,32,194
6498,19,20,3,32,35,194
6499,20,21,2,35,37,194
6500,21,22,3,37,40,194
6501,22,23,1,40,41,194
6502,23,24,1,41,42,194
6503,24,25,3,42,45,194
6504,25,26,5,45,50,194
6505,26,27,2,50,52,194
6506,27,28,1,52,53,194
6507,28,29,4,53,57,194
6508,29,30,1,57,58,194
6509,30,31,5,58,63,194
6510,31,32,2,63,65,194
6511,32,33,2,65,67,194
6512,33,34,4,67,91,194
6513,34,35,6,91,97,194
6514,35,36,6,97,97,194
6515,36,37,3,97,100,194
6516,0,1,3,1,14,195
6517,1,2,4,14,18,195
6518,2,3,5,18,23,195
6519,3,4,5,23,84,195
6520,4,5,3,84,87,195
6521,5,6,4,87,91,195
6522,6,7,4,91,75,195
6523,7,8,5,75,100,195
6524,0,1,3,1,14,196
6525,1,2,6,14,20,196
6526,2,3,2,20,22,196
6527,3,4,2,22,24,196
6528,4,5,6,24,30,196
6529,5,6,4,30,34,196
6530,6,7,5,34,39,196
6531,7,8,2,39,41,196
6532,8,9,1,41,42,196
6533,9,10,4,42,46,196
6534,10,11,2,46,48,196
6535,11,12,2,48,50,196
6536,12,13,5,50,55,196
6537,13,14,4,55,59,196
6538,14,15,5,59,60,196
6539,15,16,1,60,61,196
6540,16,17,3,61,60,196
6541,17,18,5,60,65,196
6542,18,19,3,65,68,196
6543,19,20,3,68,91,196
6544,20,21,6,91,97,196
6545,21,22,6,97,97,196
6546,22,23,3,97,100,196
6547,0,1,5,1,6,197
6548,1,2,1,6,7,197
6549,2,3,3,7,10,197
6550,3,4,6,10,6,197
6551,4,5,1,6,7,197
6552,5,6,3,7,10,197
6553,6,7,1,10,11,197
6554,7,8,6,11,17,197
6555,8,9,4,17,42,197
6556,9,10,2,42,44,197
6557,10,11,3,44,26,197
6558,11,12,5,26,31,197
6559,12,13,3,31,34,197
6560,13,14,2,34,44,197
6561,14,15,4,44,48,197
6562,15,16,3,48,67,197
6563,16,17,4,67,91,197
6564,17,18,6,91,97,197
6565,18,19,6,97,97,197
6566,19,20,4,97,97,197
6567,20,21,1,97,78,197
6568,21,22,6,78,84,197
6569,22,23,3,84,87,197
6570,23,24,6,87,73,197
6571,24,25,5,73,78,197
6572,25,26,5,78,83,197
6573,26,27,1,83,84,197
6574,27,28,4,84,88,197
6575,28,29,3,88,91,197
6576,29,30,1,91,92,197
6577,30,31,4,92,96,197
6578,31,32,1,96,97,197
6579,32,33,1,97,78,197
6580,33,34,5,78,83,197
6581,34,35,6,83,89,197
6582,35,36,2,89,91,197
6583,36,37,1,91,92,197
6584,37,38,2,92,94,197
6585,38,39,2,94,96,197
6586,39,40,4,96,100,197
6587,0,1,1,1,2,198
6588,1,2,3,2,5,198
6589,2,3,5,5,10,198
6590,3,4,5,10,15,198
6591,4,5,5,15,20,198
6592,5,6,2,20,22,198
6593,6,7,4,22,26,198
6594,7,8,2,26,84,198
6595,8,9,5,84,89,198
6596,9,10,6,89,75,198
6597,10,11,1,75,76,198
6598,11,12,2,76,78,198
6599,12,13,1,78,79,198
6600,13,14,2,79,81,198
6601,14,15,2,81,83,198
6602,15,16,1,83,84,198
6603,16,17,4,84,88,198
6604,17,18,1,88,89,198
6605,18,19,2,89,91,198
6606,19,20,6,91,97,198
6607,20,21,5,97,97,198
6608,21,22,4,97,97,198
6609,22,23,1,97,78,198
6610,23,24,6,78,84,198
6611,24,25,4,84,88,198
6612,25,26,3,88,91,198
6613,26,27,4,91,75,198
6614,27,28,6,75,81,198
6615,28,29,2,81,83,198
6616,29,30,5,83,88,198
6617,30,31,4,88,92,198
6618,31,32,3,92,75,198
6619,32,33,6,75,81,198
6620,33,34,4,81,85,198
6621,34,35,5,85,90,198
6622,35,36,6,90,96,198
6623,36,37,3,96,99,198
6624,37,38,6,99,99,198
6625,38,39,6,99,99,198
6626,39,40,1,99,100,198
6627,0,1,4,1,5,199
6628,1,2,1,5,6,199
6629,2,3,1,6,7,199
6630,3,4,2,7,31,199
6631,4,5,6,31,37,199
6632,5,6,4,37,41,199
6633,6,7,6,41,26,199
6634,7,8,6,26,32,199
6635,8,9,6,32,38,199
6636,9,10,2,38,40,199
6637,10,11,2,40,42,199
6638,11,12,1,42,43,199
6639,12,13,1,43,44,199
6640,13,14,1,44,45,199
6641,14,15,3,45,48,199
6642,15,16,1,48,11,199
6643,16,17,1,11,12,199
6644,17,18,6,12,18,199
6645,18,19,5,18,23,199
6646,19,20,4,23,27,199
6647,20,21,2,27,29,199
6648,21,22,4,29,33,199
6649,22,23,4,33,37,199
6650,23,24,3,37,40,199
6651,24,25,6,40,46,199
6652,25,26,2,46,48,199
6653,26,27,6,48,54,199
6654,27,28,4,54,58,199
6655,28,29,3,58,61,199
6656,29,30,1,61,19,199
6657,30,31,6,19,25,199
6658,31,32,6,25,31,199
6659,32,33,4,31,35,199
6660,33,34,4,35,39,199
6661,34,35,4,39,43,199
6662,35,36,5,43,48,199
6663,36,37,3,48,67,199
6664,37,38,3,67,70,199
6665,38,39,6,70,76,199
6666,39,40,5,76,81,199
6667,40,41,3,81,84,199
6668,41,42,6,84,90,199
6669,42,43,5,90,75,199
6670,43,44,1,75,76,199
6671,44,45,4,76,100,199
6672,0,1,6,1,7,200
6673,1,2,5,7,12,200
6674,2,3,6,12,18,200
6675,3,4,5,18,23,200
6676,4,5,5,23,84,200
6677,5,6,2,84,86,200
6678,6,7,3,86,89,200
6679,7,8,1,89,90,200
6680,8,9,5,90,75,200
6681,9,10,2,75,77,200
6682,10,11,1,77,78,200
6683,11,12,2,78,100,200
6684,0,1,2,1,3,201
6685,1,2,6,3,31,201
6686,2,3,1,31,32,201
6687,3,4,5,32,37,201
6688,4,5,1,37,38,201
6689,5,6,4,38,42,201
6690,6,7,5,42,26,201
6691,7,8,1,26,27,201
6692,8,9,3,27,30,201
6693,9,10,3,30,33,201
6694,10,11,3,33,44,201
6695,11,12,3,44,26,201
6696,12,13,2,26,84,201
6697,13,14,3,84,87,201
6698,14,15,2,87,89,201
6699,15,16,3,89,92,201
6700,16,17,2,92,94,201
6701,17,18,6,94,100,201
6702,0,1,3,1,14,202
6703,1,2,5,14,19,202
6704,2,3,4,19,23,202
6705,3,4,5,23,84,202
6706,4,5,4,84,88,202
6707,5,6,6,88,94,202
6708,6,7,5,94,99,202
6709,7,8,5,99,99,202
6710,8,9,4,99,99,202
6711,9,10,2,99,99,202
6712,10,11,6,99,99,202
6713,11,12,3,99,99,202
6714,12,13,5,99,99,202
6715,13,14,1,99,100,202
6716,0,1,6,1,7,203
6717,1,2,6,7,13,203
6718,2,3,4,13,17,203
6719,3,4,1,17,18,203
6720,4,5,3,18,42,203
6721,5,6,6,42,48,203
6722,6,7,6,48,54,203
6723,7,8,6,54,60,203
6724,8,9,5,60,65,203
6725,9,10,6,65,91,203
6726,10,11,3,91,94,203
6727,11,12,6,94,100,203
6728,0,1,2,1,3,204
6729,1,2,6,3,31,204
6730,2,3,6,31,37,204
6731,3,4,4,37,41,204
6732,4,5,4,41,45,204
6733,5,6,6,45,67,204
6734,6,7,4,67,91,204
6735,7,8,1,91,92,204
6736,8,9,4,92,96,204
6737,9,10,3,96,99,204
6738,10,11,5,99,99,204
6739,11,12,5,99,99,204
6740,12,13,6,99,99,204
6741,13,14,4,99,99,204
6742,14,15,1,99,100,204
6743,0,1,1,1,2,205
6744,1,2,6,2,8,205
6745,2,3,4,8,12,205
6746,3,4,5,12,17,205
6747,4,5,1,17,18,205
6748,5,6,4,18,22,205
6749,6,7,5,22,27,205
6750,7,8,4,27,31,205
6751,8,9,2,31,33,205
6752,9,10,3,33,44,205
6753,10,11,2,44,46,205
6754,11,12,4,46,50,205
6755,12,13,3,50,53,205
6756,13,14,4,53,57,205
6757,14,15,6,57,63,205
6758,15,16,6,63,69,205
6759,16,17,3,69,72,205
6760,17,18,1,72,73,205
6761,18,19,3,73,76,205
6762,19,20,4,76,100,205
6763,0,1,2,1,3,206
6764,1,2,1,3,14,206
6765,2,3,4,14,18,206
6766,3,4,4,18,22,206
6767,4,5,4,22,26,206
6768,5,6,5,26,31,206
6769,6,7,6,31,37,206
6770,7,8,5,37,42,206
6771,8,9,3,42,45,206
6772,9,10,2,45,26,206
6773,10,11,3,26,29,206
6774,11,12,5,29,34,206
6775,12,13,4,34,38,206
6776,13,14,6,38,44,206
6777,14,15,1,44,45,206
6778,15,16,2,45,26,206
6779,16,17,2,26,84,206
6780,17,18,2,84,86,206
6781,18,19,5,86,91,206
6782,19,20,5,91,96,206
6783,20,21,5,96,96,206
6784,21,22,3,96,99,206
6785,22,23,1,99,100,206
6786,0,1,4,1,5,207
6787,1,2,1,5,6,207
6788,2,3,5,6,11,207
6789,3,4,4,11,15,207
6790,4,5,1,15,6,207
6791,5,6,3,6,31,207
6792,6,7,2,31,33,207
6793,7,8,6,33,39,207
6794,8,9,1,39,40,207
6795,9,10,2,40,42,207
6796,10,11,5,42,26,207
6797,11,12,5,26,31,207
6798,12,13,6,31,37,207
6799,13,14,5,37,42,207
6800,14,15,3,42,45,207
6801,15,16,6,45,67,207
6802,16,17,1,67,68,207
6803,17,18,5,68,73,207
6804,18,19,1,73,74,207
6805,19,20,2,74,76,207
6806,20,21,3,76,79,207
6807,21,22,2,79,81,207
6808,22,23,1,81,82,207
6809,23,24,4,82,86,207
6810,24,25,6,86,92,207
6811,25,26,5,92,97,207
6812,26,27,4,97,97,207
6813,27,28,4,97,97,207
6814,28,29,1,97,78,207
6815,29,30,1,78,79,207
6816,30,31,2,79,81,207
6817,31,32,2,81,83,207
6818,32,33,2,83,85,207
6819,33,34,6,85,91,207
6820,34,35,5,91,96,207
6821,35,36,4,96,100,207
6822,0,1,4,1,5,208
6823,1,2,2,5,7,208
6824,2,3,6,7,13,208
6825,3,4,6,13,19,208
6826,4,5,6,19,25,208
6827,5,6,2,25,27,208
6828,6,7,2,27,29,208
6829,7,8,6,29,35,208
6830,8,9,5,35,40,208
6831,9,10,6,40,46,208
6832,10,11,3,46,11,208
6833,11,12,3,11,14,208
6834,12,13,1,14,15,208
6835,13,14,6,15,42,208
6836,14,15,3,42,45,208
6837,15,16,5,45,50,208
6838,16,17,2,50,52,208
6839,17,18,2,52,54,208
6840,18,19,2,54,53,208
6841,19,20,5,53,58,208
6842,20,21,1,58,59,208
6843,21,22,5,59,60,208
6844,22,23,2,60,19,208
6845,23,24,5,19,24,208
6846,24,25,1,24,25,208
6847,25,26,3,25,84,208
6848,26,27,5,84,89,208
6849,27,28,2,89,91,208
6850,28,29,6,91,97,208
6851,29,30,2,97,99,208
6852,30,31,6,99,99,208
6853,31,32,2,99,99,208
6854,32,33,4,99,99,208
6855,33,34,4,99,99,208
6856,34,35,5,99,99,208
6857,35,36,2,99,99,208
6858,36,37,1,99,100,208
6859,0,1,2,1,3,209
6860,1,2,4,3,7,209
6861,2,3,3,7,10,209
6862,3,4,1,10,11,209
6863,4,5,1,11,12,209
6864,5,6,3,12,15,209
6865,6,7,2,15,17,209
6866,7,8,5,17,22,209
6867,8,9,2,22,24,209
6868,9,10,4,24,84,209
6869,10,11,4,84,88,209
6870,11,12,2,88,90,209
6871,12,13,6,90,96,209
6872,13,14,6,96,96,209
6873,14,15,1,96,97,209
6874,15,16,4,97,97,209
6875,16,17,5,97,97,209
6876,17,18,3,97,100,209
6877,0,1,3,1,14,210
6878,1,2,2,14,6,210
6879,2,3,1,6,7,210
6880,3,4,6,7,13,210
6881,4,5,4,13,17,210
6882,5,6,2,17,19,210
6883,6,7,4,19,23,210
6884,7,8,2,23,25,210
6885,8,9,1,25,26,210
6886,9,10,6,26,32,210
6887,10,11,6,32,38,210
6888,11,12,4,38,42,210
6889,12,13,1,42,43,210
6890,13,14,3,43,46,210
6891,14,15,6,46,52,210
6892,15,16,2,52,54,210
6893,16,17,3,54,57,210
6894,17,18,1,57,58,210
6895,18,19,2,58,60,210
6896,19,20,1,60,61,210
6897,20,21,5,61,66,210
6898,21,22,5,66,91,210
6899,22,23,5,91,96,210
6900,23,24,5,96,96,210
6901,24,25,4,96,100,210
6902,0,1,6,1,7,211
6903,1,2,2,7,31,211
6904,2,3,1,31,32,211
6905,3,4,3,32,35,211
6906,4,5,1,35,44,211
6907,5,6,5,44,11,211
6908,6,7,6,11,17,211
6909,7,8,2,17,19,211
6910,8,9,6,19,25,211
6911,9,10,3,25,84,211
6912,10,11,6,84,90,211
6913,11,12,5,90,75,211
6914,12,13,1,75,76,211
6915,13,14,2,76,78,211
6916,14,15,2,78,100,211
6917,0,1,5,1,6,212
6918,1,2,5,6,11,212
6919,2,3,1,11,12,212
6920,3,4,2,12,14,212
6921,4,5,3,14,17,212
6922,5,6,6,17,23,212
6923,6,7,1,23,24,212
6924,7,8,2,24,26,212
6925,8,9,4,26,30,212
6926,9,10,3,30,33,212
6927,10,11,1,33,34,212
6928,11,12,5,34,39,212
6929,12,13,3,39,42,212
6930,13,14,2,42,44,212
6931,14,15,5,44,11,212
6932,15,16,2,11,13,212
6933,16,17,3,13,6,212
6934,17,18,6,6,12,212
6935,18,19,1,12,13,212
6936,19,20,4,13,17,212
6937,20,21,3,17,20,212
6938,21,22,3,20,23,212
6939,22,23,4,23,27,212
6940,23,24,5,27,32,212
6941,24,25,1,32,33,212
6942,25,26,4,33,37,212
6943,26,27,2,37,39,212
6944,27,28,3,39,42,212
6945,28,29,5,42,26,212
6946,29,30,6,26,32,212
6947,30,31,5,32,37,212
6948,31,32,4,37,41,212
6949,32,33,4,41,45,212
6950,33,34,1,45,46,212
6951,34,35,5,46,67,212
6952,35,36,1,67,68,212
6953,36,37,2,68,70,212
6954,37,38,4,70,74,212
6955,38,39,1,74,75,212
6956,39,40,4,75,79,212
6957,40,41,3,79,82,212
6958,41,42,2,82,84,212
6959,42,43,2,84,86,212
6960,43,44,4,86,90,212
6961,44,45,4,90,94,212
6962,45,46,3,94,97,212
6963,46,47,4,97,97,212
6964,47,48,5,97,97,212
6965,48,49,5,97,97,212
6966,49,50,1,97,78,212
6967,50,51,5,78,83,212
6968,51,52,4,83,87,212
6969,52,53,1,87,88,212
6970,53,54,3,88,91,212
6971,54,55,4,91,75,212
6972,55,56,1,75,76,212
6973,56,57,5,76,81,212
6974,57,58,2,81,83,212
6975,58,59,4,83,87,212
6976,59,60,6,87,73,212
6977,60,61,2,73,75,212
6978,61,62,4,75,79,212
6979,62,63,1,79,100,212
6980,0,1,1,1,2,213
6981,1,2,2,2,14,213
6982,2,3,5,14,19,213
6983,3,4,1,19,20,213
6984,4,5,1,20,42,213
6985,5,6,6,42,48,213
6986,6,7,5,48,53,213
6987,7,8,2,53,55,213
6988,8,9,6,55,61,213
6989,9,10,6,61,67,213
6990,10,11,3,67,70,213
6991,11,12,5,70,75,213
6992,12,13,6,75,81,213
6993,13,14,2,81,83,213
6994,14,15,5,83,88,213
6995,15,16,2,88,90,213
6996,16,17,4,90,94,213
6997,17,18,4,94,78,213
6998,18,19,3,78,81,213
6999,19,20,5,81,86,213
7000,20,21,5,86,91,213
7001,21,22,4,91,75,213
7002,22,23,3,75,78,213
7003,23,24,3,78,81,213
7004,24,25,1,81,82,213
7005,25,26,4,82,86,213
7006,26,27,1,86,87,213
7007,27,28,5,87,92,213
7008,28,29,4,92,96,213
7009,29,30,4,96,100,213
7010,0,1,3,1,14,214
7011,1,2,5,14,19,214
7012,2,3,6,19,25,214
7013,3,4,5,25,30,214
7014,4,5,3,30,33,214
7015,5,6,4,33,37,214
7016,6,7,4,37,41,214
7017,7,8,5,41,46,214
7018,8,9,6,46,52,214
7019,9,10,3,52,55,214
7020,10,11,4,55,59,214
7021,11,12,1,59,60,214
7022,12,13,4,60,60,214
7023,13,14,2,60,19,214
7024,14,15,1,19,20,214
7025,15,16,6,20,26,214
7026,16,17,5,26,31,214
7027,17,18,6,31,37,214
7028,18,19,6,37,43,214
7029,19,20,2,43,45,214
7030,20,21,2,45,26,214
7031,21,22,6,26,32,214
7032,22,23,6,32,38,214
7033,23,24,5,38,43,214
7034,24,25,3,43,46,214
7035,25,26,4,46,50,214
7036,26,27,4,50,54,214
7037,27,28,2,54,53,214
7038,28,29,1,53,54,214
7039,29,30,2,54,53,214
7040,30,31,2,53,55,214
7041,31,32,4,55,59,214
7042,32,33,6,59,65,214
7043,33,34,4,65,69,214
7044,34,35,3,69,72,214
7045,35,36,5,72,77,214
7046,36,37,5,77,82,214
7047,37,38,1,82,83,214
7048,38,39,2,83,85,214
7049,39,40,6,85,91,214
7050,40,41,6,91,97,214
7051,41,42,1,97,78,214
7052,42,43,1,78,79,214
7053,43,44,4,79,83,214
7054,44,45,3,83,86,214
7055,45,46,6,86,92,214
7056,46,47,5,92,97,214
7057,47,48,1,97,78,214
7058,48,49,2,78,100,214
7059,0,1,4,1,5,215
7060,1,2,6,5,11,215
7061,2,3,2,11,13,215
7062,3,4,1,13,14,215
7063,4,5,5,14,19,215
7064,5,6,1,19,20,215
7065,6,7,6,20,26,215
7066,7,8,6,26,32,215
7067,8,9,5,32,37,215
7068,9,10,3,37,40,215
7069,10,11,2,40,42,215
7070,11,12,4,42,46,215
7071,12,13,6,46,52,215
7072,13,14,6,52,58,215
7073,14,15,2,58,60,215
7074,15,16,6,60,66,215
7075,16,17,1,66,67,215
7076,17,18,2,67,69,215
7077,18,19,5,69,74,215
7078,19,20,3,74,77,215
7079,20,21,6,77,83,215
7080,21,22,4,83,87,215
7081,22,23,6,87,73,215
7082,23,24,2,73,75,215
7083,24,25,1,75,76,215
7084,25,26,2,76,78,215
7085,26,27,2,78,100,215
7086,0,1,1,1,2,216
7087,1,2,2,2,14,216
7088,2,3,4,14,18,216
7089,3,4,5,18,23,216
7090,4,5,6,23,29,216
7091,5,6,5,29,34,216
7092,6,7,5,34,39,216
7093,7,8,1,39,40,216
7094,8,9,3,40,43,216
7095,9,10,2,43,45,216
7096,10,11,2,45,26,216
7097,11,12,3,26,29,216
7098,12,13,4,29,33,216
7099,13,14,6,33,39,216
7100,14,15,1,39,40,216
7101,15,16,6,40,46,216
7102,16,17,2,46,48,216
7103,17,18,4,48,52,216
7104,18,19,2,52,54,216
7105,19,20,3,54,57,216
7106,20,21,4,57,61,216
7107,21,22,3,61,60,216
7108,22,23,2,60,19,216
7109,23,24,6,19,25,216
7110,24,25,4,25,29,216
7111,25,26,3,29,32,216
7112,26,27,2,32,34,216
7113,27,28,4,34,38,216
7114,28,29,6,38,44,216
7115,29,30,6,44,50,216
7116,30,31,4,50,54,216
7117,31,32,2,54,53,216
7118,32,33,3,53,53,216
7119,33,34,2,53,55,216
7120,34,35,3,55,58,216
7121,35,36,2,58,60,216
7122,36,37,3,60,63,216
7123,37,38,4,63,67,216
7124,38,39,2,67,69,216
7125,39,40,6,69,75,216
7126,40,41,5,75,100,216
7127,0,1,1,1,2,217
7128,1,2,1,2,3,217
7129,2,3,6,3,31,217
7130,3,4,1,31,32,217
7131,4,5,3,32,35,217
7132,5,6,6,35,41,217
7133,6,7,5,41,46,217
7134,7,8,4,46,50,217
7135,8,9,3,50,53,217
7136,9,10,5,53,58,217
7137,10,11,6,58,60,217
7138,11,12,3,60,63,217
7139,12,13,3,63,66,217
7140,13,14,5,66,91,217
7141,14,15,5,91,96,217
7142,15,16,1,96,97,217
7143,16,17,1,97,78,217
7144,17,18,2,78,100,217
7145,0,1,1,1,2,218
7146,1,2,1,2,3,218
7147,2,3,3,3,6,218
7148,3,4,4,6,10,218
7149,4,5,2,10,12,218
7150,5,6,1,12,13,218
7151,6,7,6,13,19,218
7152,7,8,5,19,24,218
7153,8,9,3,24,27,218
7154,9,10,2,27,29,218
7155,10,11,5,29,34,218
7156,11,12,1,34,35,218
7157,12,13,2,35,37,218
7158,13,14,1,37,38,218
7159,14,15,1,38,39,218
7160,15,16,2,39,41,218
7161,16,17,4,41,45,218
7162,17,18,5,45,50,218
7163,18,19,3,50,53,218
7164,19,20,3,53,53,218
7165,20,21,5,53,58,218
7166,21,22,5,58,63,218
7167,22,23,4,63,67,218
7168,23,24,5,67,72,218
7169,24,25,1,72,73,218
7170,25,26,6,73,79,218
7171,26,27,3,79,82,218
7172,27,28,1,82,83,218
7173,28,29,6,83,89,218
7174,29,30,1,89,90,218
7175,30,31,1,90,91,218
7176,31,32,2,91,73,218
7177,32,33,6,73,79,218
7178,33,34,2,79,81,218
7179,34,35,1,81,82,218
7180,35,36,6,82,88,218
7181,36,37,3,88,91,218
7182,37,38,1,91,92,218
7183,38,39,4,92,96,218
7184,39,40,4,96,100,218
7185,0,1,4,1,5,219
7186,1,2,5,5,10,219
7187,2,3,2,10,12,219
7188,3,4,6,12,18,219
7189,4,5,1,18,19,219
7190,5,6,1,19,20,219
7191,6,7,2,20,22,219
7192,7,8,1,22,23,219
7193,8,9,3,23,26,219
7194,9,10,6,26,32,219
7195,10,11,4,32,44,219
7196,11,12,5,44,11,219
7197,12,13,2,11,13,219
7198,13,14,1,13,14,219
7199,14,15,4,14,18,219
7200,15,16,5,18,23,219
7201,16,17,2,23,25,219
7202,17,18,2,25,27,219
7203,18,19,6,27,33,219
7204,19,20,2,33,35,219
7205,20,21,2,35,37,219
7206,21,22,2,37,39,219
7207,22,23,3,39,42,219
7208,23,24,4,42,46,219
7209,24,25,2,46,48,219
7210,25,26,2,48,50,219
7211,26,27,4,50,54,219
7212,27,28,1,54,55,219
7213,28,29,1,55,53,219
7214,29,30,4,53,57,219
7215,30,31,5,57,19,219
7216,31,32,3,19,22,219
7217,32,33,2,22,24,219
7218,33,34,6,24,30,219
7219,34,35,3,30,33,219
7220,35,36,4,33,37,219
7221,36,37,6,37,43,219
